title;jobPost;;;;
Web developer;Job Title: Web Application Developer Description: Web Application Developer The Epsilon Net SA Group, one of the largest IT groups in Greece and awarded for the 7th consecutive year as a Best Workplace, is looking for the staffing of the Software Development Directorate, Web Application Developer on the design and implementation of business applications. . Necessary qualifications: a degree in the Higher or Higher School of Information, Computer Science or Relative Direction 2+ years in Development of Web Applications. Excellent knowledge and experience in web technologies and Microsoft tools (ASP.NET, C#, AJAX, JAVAScript/Typescript) Very good knowledge of programming principles , rest, soap) Experience in using Source Control tools (GIT, TFS) Very good knowledge of English language of cooperation and teamwork, analytical thinking, effective time management, problem solving and taking initiative UI Frameworks and Libraries (JQuery, Telerik/Kendo UI, Bootstrap) Knowledge and/or Experience in Development of Human Resources Management Applications, Payroll or Time will be taken very seriously. Benefits: Fully remote Ability to Package Package Additional Private Insurance Excellent Working Conditions Significant Evolution prospects ;;;;
Web developer;Job Title: Web Application Developer Description: Adecco HR is the Global Leader in HR Services and Certified With ISO 9001: 2015 in the Field of Search and Selection Services in Greece. Adecco is Currently Seeking, on Behalf of Its Client, a Leading Transportation Company, for a Dynamic Professional to cover the following position: Web Application Developer Obtain, Understand and Analyze User Requirements. Troubleshoot Code and Performance Issues. Design, Develop and Deliver Web and Software Applications. Update Existing Applications to Meet the Functionality Standards as OutLined by the Corporate Requirements. Solve Unique Problems that Arise from the Need to Always Push The Envelope in Web Development. be technically responsible for the projects you undertake and choose the best method or technology to make them successful.candidate profile bachelor's degree in computer science or equivalent or proven track record of previous projects of significant complexity 1- 3 years of experience in client-side programming (Javascript, Jquery, CSS, HTML etc.) and Microsoft Technologies (C#, .NET, MS SQL etc.). Experience with Client -side Programming Either by Using A Client Framework or by Plain Vanilla Javascript as well as in the creation and consumption of soap and rest apis and web services. Familiarity with Web Content Management Concepts. Working Experience with Enterprise Applications (ERP, CRM, WMS, ETC.) ESPECIALLY IN MICROSOFT NAVISION WILL BE CONSIDERED A PLUS. Good Business Analysis and Problem-Solving Skills. Organizational and Troubleshooting Skills with Attention to Detail. Strong Communication and Interpersonal Skills with the Able to Work Effectively in a Cross Functional Team. Proficient and Highly Productive with Javascript, Ajax, Jquery, CSS, HTML, C#, ASP.NET, .NET FRAMEWORK, .NET CORE, MVC, WEB SERVICES (SOAP/REST). Strong Opinions Weakly Held. Having the Courage to Act on Your Knowledge But also the Humility to Doubt What You Know. of the CVs, we will contact the Candidates who met the Profile's Requirements to Arrange an interview.For more Job Openings Please Visit Our Website www.adecco.gr and register your CV in our database to be eligible. It is highly restory to use Google Chrome When Registering Your CV in the Adecco Database. All applications are considered as strictly confidential.;;;;
Web developer;Job Title: Web Application Developer Description: Adecco HR is the Global Leader in HR Services and Certified With ISO 9001: 2015 in the Field of Search and Selection Services in Greece. Adecco is Currently Seeking, on Behalf of Its Client, A Leading Transportation Company, for a Dynamic Professional to cover the following position: Web Application Developer Job Description:  Obtain, Understand and Analyze User Requirements. Troubleshoot Code and Performance Issues. Design, Develop and Deliver Web and Software Applications. Update Existing Applications to Meet the Functionality Standards as OutLined by the Corporate Requirements. Solve Unique Problems that Arise from the Need to Always Push The Envelope in Web Development. Be Technically Responsible for the Projects You Undertake and Choose the Best Method or Technology to Make Them Successful. Candidate Profile: Bachelor's Degree in Computer Science or Equivalent or Proven Track Record of Previous Projects of Significant Complexity 1- , ms sql etc.). Experience with Client -side Programming Either by Using A Client Framework or by Plain Vanilla Javascript as well as in the creation and consumption of soap and rest apis and web services. Familiarity with Web Content Management Concepts. Working Experience with Enterprise Applications (ERP, CRM, WMS, ETC.) ESPECIALLY IN MICROSOFT NAVISION WILL BE CONSIDERED A PLUS. Good Business Analysis and Problem-Solving Skills. Organizational and Troubleshooting Skills with Attention to Detail. Strong Communication and Interpersonal Skills with the Able to Work Effectively in a Cross Functional Team. Proficient and Highly Productive with Javascript, Ajax, Jquery, CSS, HTML, C#, ASP.NET, .NET FRAMEWORK, .NET CORE, MVC, WEB SERVICES (SOAP/REST). Strong Opinions Weakly Held. Having the Courage to act on your knowused but also the hauminess to double what you know. Position Characteristics: Competitive Remuneration Package Dynamic and Challenging Working Environment All Applications Are Considered as Strictly Confidential. Will Contact the Candidates Who Meet the Profile's Requirements to Arrange an Interview. For more Job Openings Please Visit Our Website www.adecco.gr and register your cv in our database to be eligible for current or future job openings. It is highly restory to use Google Chrome When Registering Your CV in the Adecco Database. All applications are considered as strictly confidential.;;;;
Web developer;Job Title: Web Application Developer Description: Adecco Hr Is the Global Leader in HR Services and Certified With Iso 9001: 2015 in the Field of Search and Selection Services in Greece. Adecco is Currently Seeking, on Behalf of Its Client, A Leading Transportation Company, For a Dynamic Professional to cover the following position: Web Application Developer Obtain, Understand and Analyze User Requirements. Troubleshoot Code and Performance Issues. Design, Develop and Deliver Web and Software Applications. UPDATE EXISTING Applications to Meet The Functionality Standards as Outlined By the Corporate Requirements. Solve Unique Problems that Arise from the Need to Always Push The Envelope In Web Development. Be Technically Responsible for The Projects You Undertake and Choose The Best Method or Technology to Make Them Successful. Candidate Profile Bachelor's Degree in Computer Science or Equivalent or Proven Track Record of Previous Projects of Significant Complexity 1- 3 years of Experience in Client -Side Programming (Javascript, JQuery, CSS, HTML etc.) and Microsoft Technologies (C#, .NET, MS SQL etc.). Experience with Client -side Programming Either by Using A Client Framework or by Plain Vanilla Javascript as well as in the creation and consumption of Soap and rest apis and web services. Familiarity with Web Content Management Concepts. Working Experience with Enterprise Applications (ERP, CRM, WMS, ETC.) ESPECIALLY IN MICROSOFT NAVISION Will be considered a plus. Good Business Analysis and Problem-Solving Skills. Organizational and Troubleshooting Skills with Attention to Detail. Strong Communication and Interpersonal Skills with the Able to Work Effectively in a cross functional team. Proficient and Highly Productive with Javascript, Ajax, Jquery, CSS, HTML, C#, asp.net, .Net Framework, .net Core, MVC, Web Services (Soap/Rest). Strong Opinions Weakly Held. Having the Courage to Act On Your Knowledge But Also the Humility to Doubt What You Know. Position Characteristics Competitive Remuneration Package Dynamic and Challenging Working Environment After the Screening of the CVs, We Will Contact The Candidates Who Meet The Profile's Requirements to Arrange an interview. For More Job Openings Please Visit Our Website www.adecco.gr and register your CV in our database to be eligible for current or future job openings. IT IS Highly Recommended to Use Google Chrome When Registering Your CV in the Adecco Database. All applications are considered as strictly confidential.;;;;
Web developer;Job Title: Web Applications Developer - Web Application Developer Description: Applicable Web Applications Developer in IT Company Services based in Pylea, Thessaloniki. Responsibilities: * Maintenance, Debt, Analysis and Implementation of Algorithms in Active Projects * Create new projects * Running running and new duties through time dead-line * Report of performing duties and way of handling a timetable;;;;
Technicians;Job Title: Mechanical (two positions) & electricians (two positions) Description: Group of Industrial Enterprises Wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical (Two positions) & Electricians (two positions) Required Engineers: Degree of TEI or corresponding to a Mechanical Engineer. Good knowledge of English (in oral and written speech). Good knowledge of mechanical designs. Knowledge of automation of productive machines. Prior service capable of developing the next skills: o repair of mechanical failures, outrage and replacement. For male candidates fulfilled military obligations. Necessary qualifications of electricians: a TEI degree or a corresponding level of electrician or automatic. Good knowledge of English (in oral and written speech). Good knowledge of electrical plans. Knowledge of automation of productive machines. Prior service capable of developing the following skills: o identifying and removing electrical damage to automation provisions. For male candidates fulfilled military obligations. Job Requirements;;;;
Technicians;Job Title: Mechanical & Electricians Description: Group of Industrial Enterprises, wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical & Electricians Required Engineers: Degree in TEI of Mechanical Engineer. Experience in repair and maintenance of lifting machinery, with electric and diesel engines. Good knowledge of English. (written, oral speech & technical terminology) Good knowledge of mechanical designs. Knowledge of mechanical automation of productive machines. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. For male candidates fulfilled military obligations. Description of the role: He is a member of the maintenance team under the maintenance head. It undertakes scheduled maintenance of lifting machinery, based on manufacturer specifications. It undertakes the restoration of damage and is responsible for the proper operation of the lifting machinery and the supply of spare parts, in cooperation with the relevant departments. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance based on the technical needs of the factory. It helps to upgrade technical installations and equipment. It offers its know -how to production workers in terms of its object, ensuring the proper handling of equipment. Offered: Interesting object of work. Payments analogous to work qualifications. continuous education. Very good work environment. Necessary qualifications of electricians: AEI degree or TEI of Electrical Engineering. Very good English language knowledge. (written, oral speech & technical terminology) Excellent computer knowledge (MS Office environment). Very good knowledge of electrical design knowledge knowledge of electrical automation of productive engine. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. Prior service capable of developing subsequent skills in an industrial environment: maintenance & repair of E/M equipment, detection and removal of electrical damage to automation provisions. For male candidates fulfilled military obligations. Description of the role: He is a member of the maintenance team under the maintenance head. It makes corrective moves aimed at optimally operation of equipment during the production process. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance on the basis of the technical needs of the factory and proposes solutions. It contributes to the upgrading of technical installations and equipment and submits proposals with the aim of increasing the production process. It offers its know -how to production workers in terms of its object, ensuring the proper handling of equipment. It will be taken into account: Knowledge of design in a CAD environment. Service in an industrial environment. degree mark. Offered: Interesting object of work. Payments analogous to work qualifications. continuous education. Very good work environment. Job Requirements;;;;
Technicians;Job Title: Mechanical & Electricians Description: Group of Industrial Enterprises, wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical & Electricians Required Engineers: Degree in TEI of Mechanical Engineer. Experience in repair and maintenance of lifting machinery, with electric and diesel engines. Good knowledge of English. (written, oral speech & technical terminology) Good knowledge of mechanical designs. Knowledge of mechanical automation of productive machines. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. For male candidates fulfilled military obligations. Description of the role: He is a member of the maintenance team under the maintenance head. It undertakes scheduled maintenance of lifting machinery, based on manufacturer specifications. It undertakes the restoration of damage and is responsible for the proper operation of the lifting machinery and the supply of spare parts, in cooperation with the relevant departments. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance based on the technical needs of the factory. It helps to upgrade technical installations and equipment. It offers its know -how to production workers in terms of its object, ensuring the proper handling of equipment. Offered: Interesting object of work. Payments analogous to work qualifications. continuous education. Very good work environment. Necessary qualifications of electricians: AEI degree or TEI of Electrical Engineering. Very good English language knowledge. (written, oral speech & technical terminology) Excellent computer knowledge (MS Office environment). Very good knowledge of electrical design knowledge knowledge of electrical automation of productive engine. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. Prior service capable of developing subsequent skills in an industrial environment: maintenance & repair of E/M equipment, detection and removal of electrical damage to automation provisions. For male candidates fulfilled military obligations. Description of the role: He is a member of the maintenance team under the maintenance head. It makes corrective moves aimed at optimally operation of equipment during the production process. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance on the basis of the technical needs of the factory and proposes solutions. It contributes to the upgrading of technical installations and equipment and submits proposals with the aim of increasing the production process. It offers its know -how to production workers in terms of its object, ensuring the proper handling of equipment. It will be taken into account: Knowledge of design in a CAD environment. Service in an industrial environment. degree mark. Offered: Interesting object of work. Payments analogous to work qualifications. continuous education. Very good work environment. Job Requirements;;;;
Technicians;Job Title: engineers and electricians Description: Group of Industrial Enterprises, wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical & Electricians Required Engineers: Degree in TEI of Mechanical Engineer. Good knowledge of English. (written, oral speech & technical terminology) Good knowledge of mechanical designs. Knowledge of mechanical automation of productive machines. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. Experience in repair and maintenance of lifting machinery, with electric and diesel engines, will be estimated as an additional qualification. For male candidates fulfilled military obligations. Description of the role: He is a member of the maintenance team under the maintenance head. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance based on the technical needs of the factory. It helps to upgrade technical installations and equipment. It offers its know -how to production workers in terms of its object, ensuring the proper handling of equipment. Offered: Interesting object of work. Payments analogous to work qualifications. continuous education. Very good work environment. Job Requirements;;;;
Technicians;Job Title: engineers and electricians Description: Group of Industrial Enterprises, wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical & Electricians Required Engineers: Degree in TEI of Mechanical Engineer. Good knowledge of English. (written, oral speech & technical terminology) Good knowledge of mechanical designs. Knowledge of mechanical automation of productive machines. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. Experience in repair and maintenance of lifting machinery, with electric and diesel engines, will be estimated as an additional qualification. For male candidates fulfilled military obligations. Description of the role: He is a member of the maintenance team under the maintenance head. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance based on the technical needs of the factory. It helps to upgrade technical installations and equipment. It offers its know -how to production workers in terms of its object, ensuring the proper handling of equipment. Offered: Interesting object of work. Payments analogous to work qualifications. continuous education. Very good work environment. Job Requirements;;;;
