title;jobPost
Web developer;Job Title: Web Application Developer Description: EPSILON NET SA, one of the largest IT groups in Greece and awarded with? Business Applications. Necessary Qualifications: Degree in Higher or Higher School of Informatics, Computer Science or Relative Direction 2+ years of service in Development of Web Applications Excellent Knowledge and experience in web technologies and Microsoft tools (Asp.net, C#, Ajax, Javascript/Typescript) Planning, Microsoft SQL Server and Architectural Information Systems Experience in Web Services and Standards (JSON, XML, REST, SOAP) Experience in the use of Source Control tools (GIT, TFS) Very good knowledge of the English Language Cooperation Spirit, Analytical thinking, effective time management, problem solving and taking initiative desirable qualifications: Knowledge and/or experience in Web UI Frameworks and Libraries (JQuery, Telerik/Kendo UI, Bootstrap) or hourly time will be taken very seriously: Fully remote capability Work environment Competitive earnings package Private insurance continuous training Significant evolution prospects Free participation in Epsilon Training and Epsilon College Educational Programs 
Technicians;Job Title: electricians Description: by a technical company in Acharnes is asked experienced Electricians for immediate intake. Our company with experience for more than 20 years has been active in areas of Building, Industry, in Electrical Installations Homes and photovoltaic systems.jobs are full Employment with a satisfactory remuneration package. Interested parties are requested to contact 2102448254 or send their resume.
Technicians;Job Title: electricians Description: by a technical company in Acharnes is asked experienced Electricians for immediate intake. Our company with experience for more than 20 years has been active in areas of Building, Industry, in Electrical Installations Homes and photovoltaic systems.jobs are full Employment with a satisfactory remuneration package. Interested parties are requested to contact 2102448254 or send their resume.
Technicians;Job Title: Electricians / Assistants of Electricians Description: by an electrical company based in Attica and is active Exhibition centers are requested by electricians / assistants of electricians up to 40 years. full -time jobs.
Technicians;Job Title: Plumbing & Plumber Assistants in Frankfurt Description: by Cosmos Jobs for a German company (Frankfurt area) Experienced plumbers & plumbers up to 45 years of age are requested. is provided: ✔ Salary plumber: 1500 € net ✔ Salary Plumbing Assistant: 1300 € net ✔ Accommodation for 3 months in a studio ✔ Insurance & Labor Contract ANGEL CODE 050803 For more information please contact 2310 887424 Interested parties are requested as sending a resume
Technicians;Job Title: plumber for a building company in Düsseldorf Description: by Cosmos Jobs immediately requested for work abroad: Hydraulic experienced up to 40 years old experienced, for a building company at Germany (Düsseldorf region) provided: \- accommodation \- insurance \- 1 Repo / Week \- 225 hours / month Salary: 2300 € net (code X290609) For more information please contact 2310 887424 Interested parties are requested as sending a resume
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2021 is Looking for Associates Who are Willing to Learn and Build up a successful Career in Hospitality. Canaves Oia Owns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Amp Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gem, Canaves Oia Epitome. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island. All Properties Are Proud Members of the Small Luxury Hotels of the World TM Electricians / Plumeberer - Maintenance (Santorini -based employment) Position Requirements: Excellent Greek Language Experience in Hotels Desired Grand Similar qualifications if you want to be a part of the canves oia team, please send us your cv with a recent photo. All applications are strictly confidential. Applications with No Photo Nor References Provised Will Unfortunately not be taken under consideration for any queries please Feel free to Contact Our Human Resources Department at: http://canaves.com/careers/
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2021 is Looking for Associates Who are Willing to Learn and Build up a successful Career in Hospitality. Canaves Oia Owns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Amp Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gem, Canaves Oia Epitome. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island. All Properties Are Proud Members of the Small Luxury Hotels of the World TM Electricians / Plumeberer - Maintenance (Santorini -based employment) Position Requirements: Excellent Greek Language Experience in Hotels Desired Grand Similar qualifications if you want to be a part of the canves oia team, please send us your cv with a recent photo. All applications are strictly confidential. Applications with No Photo Nor References Provised Will Unfortunately not be taken under consideration for any queries please Feel free to Contact Our Human Resources Department at: http://canaves.com/careers/
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2021 is Looking for Associates Who are Willing to Learn and Build up a successful Career in Hospitality. Canaves Oia Owns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Amp Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gem, Canaves Oia Epitome. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island. All Properties are Proud Members of the Small Luxury Hotels of the World TM Electricians / Plumeberer - Maintenance (Santorini -based employment) Position Requirements: Excellent knowledge of Greek Language Prior experience in hotels desired Group and flexibility Canaves Oia Offers Similar qualifications if you want to be a part of the canves oia team, please send us your cv with a recent photo. All applications are strictly confidential. Applications with No Photo Nor References Provised Will Unfortunately not be taken under consideration for any queries please Feel free to Contact Our Human Resources Department at: http://canaves.com/careers/
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2021 is Looking for Associates Who are Willing to Learn and Build up a successful Career in Hospitality. Canaves Oia Owns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Amp Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gem, Canaves Oia Epitome. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island. All Properties are Proud Members of the Small Luxury Hotels of the World TM Electricians / Plumeberer - Maintenance (Santorini -based employment) Position Requirements: Excellent knowledge of Greek Language Prior experience in hotels desired Group and flexibility Canaves Oia Offers Similar qualifications if you want to be a part of the canves oia team, please send us your cv with a recent photo. All applications are strictly confidential. Applications with No Photo Nor References Provised Will Unfortunately not be taken under consideration for any queries please Feel free to Contact Our Human Resources Department at: http://canaves.com/careers/
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2021 is Looking for Associates Who are Willing to Learn and Build up a successful Career in Hospitality. Canaves Oia Owns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Amp Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gem, Canaves Oia Epitome. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island. All Properties are Proud Members of the Small Luxury Hotels of the World TM Electricians / Plumeberer - Maintenance (Santorini -based employment) Position Requirements: Excellent knowledge of Greek Language Prior experience in hotels desired Group and flexibility Canaves Oia Offers Similar qualifications if you want to be a part of the canves oia team, please send us your cv with a recent photo. [Send your cv please click here] All applications are strictly confidential. Applications with No Photo Nor References Provised Will Unfortunately not be taken under consideration for any queries please Feel free to Contact Our Human Resources Department at: http://canaves.com/careers/
Technicians;Job Title: Electricians - Electronics for Practical Exercise Description: Candidate students are requested in EPAL-IEK-IDIAN SCHOOLS with specialties of electronics, electricians, engineers for internship with Prospect of future, permanent cooperation.
Technicians;Job Title: Engineers and Electricians for the Network of Official Merchants and Authorized Repairers of BMW Hellas Description: Career Opportunity for Professional Car Technicians. Members of the BMW Hellas Officer / Authorized Repairers Network are interested in technicians who have the ability to maintain and repair BMW cars, MINI (mechanical and electric car). He is a graduate of a school of technical vehicles. It must have: Basic computer use. Knowledge of English. Work experience as a car technician. It will be highly appreciated: Experience in BMW Car Repair, Mini. Experience in diagnosis. Competitive remuneration packages, continuous education and development are offered. All resumes will be treated with confidentiality.
Technicians;Job Title: Gas Technicians / Electricians - Transfiguration of Attica Description: Category Employment Company: AL GRANDI CUCINAl Grandi Cucine, Professional Catering Professional Equipment Company
Technicians;Job Title: Technician Electrician Foreman / Craftsmen Electricians Description: Category Employment Company: ASPATE Post Date: 22-02-21 Employment Type: Complete job code: Work Category: Technicians-Technicians House of Labor: Boeotia Prefecture TechnicianElectricians are requested by a public authority for a project in Boeotia, with at least 3 years of experience in industrial and energy projects.
Technicians;Job Title: electricians Description: Category Employment Company: Athens Capital Hotel Mgallery Date Publication: 23-03-20 Employment Type: Complete job code: ELC Work Category: Hotel Executives: Municipality of Athens Electricians Electricians Athens Capital Hotel Position: Electricians (Ref: ELC) Requirements: Bachelor in Electrical Studies | Electrician's License is Mandatory Practical and Theoretical Skills in Cold-Storage, Air-Conditioning and Electricity At Lyast 3 Years' Experience in Relevant. Sector Fluency in Greek and Good Knowledge of English Required Responsiveness, Problem Solving, Methodical Approach A Detailed CV Should Be Sent to Athens Capital Hotel - Mgallery - Human Resources Department, C/O 4, Voukourests. Will be treated in strict confidentiality. Important Information: We Declare that for the Protection of Your Personal Data, The “Athens Capital Hotel - Mgallery” WILL NEVER ASK YOU TO SEND YOUR PERSONAL DOCUMENTS SUCH Deposit Will Not Be Required.
Technicians;Job Title: electricians Description: Category Employment Company: Athens Capital Hotel Mgallery Date Publication: 26-02-20 Employment Type: Complete Work Code: ELC Work Category: Hotel Executives: Municipality of Athens Electricians Electricians Athens Capital Hotel Position: Electricians (Ref: ELC) Requirements: Bachelor in Electrical Studies | Electrician's License is Mandatory Practical and Theoretical Skills in Cold-Storage, Air-Conditioning and Electricity At Lyast 3 Years' Experience in Relevant. Sector Fluency in Greek and Good Knowledge of English Required Responsiveness, Problem Solving, Methodical Approach A Detailed CV Should Be Sent to Athens Capital Hotel - Mgallery - Human Resources Department, C/O 4, Voukourests. Will be treated in strict confidentiality. Important Information: We Declare that for the Protection of Your Personal Data, The “Athens Capital Hotel - Mgallery” WILL NEVER ASK YOU TO SEND YOUR PERSONAL DOCUMENTS SUCH Deposit Will Not Be Required.
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Category Employment Company: Canaves Oia, Luxury Resorts Date Publication: 23-01-20 Employment Type: Work Code: Work Category: Technicians - Crafts Area: Greece Electricians / Plumberer / Maintenance - Santorini Electricians / Plumberr / Maintenance - Santorini Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2020 is Looking for Associates Who Are Willing to Learn and Build Up a Successful Career in Hospitality. Canaves Oiaowns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gem, Canaves Oia Epitome. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island.
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Category Employment Company: Canaves Oia, Luxury Resorts Date: 07-04-21 Employment Type: Complete Work Code: Work Category: Hotel Executives: Municipality of Thira Electricians / Plumberer / Maintenance -Santorini Electricians Santorini Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2021 is Looking for Associates Who Are Willing to Learn and Build Up a Successful Career in Hospitality. Canaves Oia Owns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gam, Canaves Oia. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island. All Properties Are Proud Members of the Small Luxury Hotels of the World TM
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Category Employment Company: Canaves Oia, Luxury Resorts Post Date: 09-02-21 Employment Type: Full Job Code: Category: Technicians - Crafts Area: Municipality Santorini Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2021 is Looking for Associates Who Are Willing to Learn and Build Up a Successful Career in Hospitality. Canaves Oia Owns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gam, Canaves Oia. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island. All Properties Are Proud Members of the Small Luxury Hotels of the World TM
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Category Employment Company: Canaves Oia, Luxury Resorts Post Date: 12-01-21 Employment Type: Full Job Code: Work Category: Technicians - Crafts Area: Municipality Santorini Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2021 is Looking for Associates Who Are Willing to Learn and Build Up a Successful Career in Hospitality. Canaves Oia Owns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gam, Canaves Oia. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island. All Properties Are Proud Members of the Small Luxury Hotels of the World TM
Technicians;Job Title: Electricians / Plumberer / Maintenance - Santorini Description: Category Employment Company: Canaves Oia, Luxury Resorts Post Date: 21-02-20 Employment Type: Complete Work Code: Category: Technicians - Crafts Area: Municipality Santorini Canaves Oia, Luxury Resorts, in Santorini, Greece, Listed Among the Best Hotels in the World, for the Season of 2020 is Looking for Associates Who Are Willing to Learn and Build Up a Successful Career in Hospitality. Canaves Oiaowns and Manages Four Luxury Properties, The Contemporary, Boutique Canaves Oia Hotel, The Elegant and Luxurious Canaves Oia Suites & Spa, Its Elite 8 Suites Only Property Sunday Suites and Its Brand New Gem, Canaves Oia Epitome. All Properties Are Located in the Cosmopolitan Village of Oia, in the Northern Part of Santorini Island.
Technicians;Job Title: plumber - Rhodes Description: Category Employment Company: Forum Hotels & Resorts Date Publication: 17-06-20 Employment Type: Seasonal job code: Work Category: Hotel Executives Technicians - Crafts Area: Municipality of Rhodes Hydraulic - Rhodes Hydraulic - Rhodes Resorts seeks for its hotels in Rhodes hydraulic necessary qualifications: Very good knowledge of the work object with at least 5 years of service Excellent knowledge of positioning, functionality control, damage repair teams and ability to cooperate with pressure and enthusiastic personality High Late Services The hotel offers: Excellent working conditions and friendly work environment accommodation and nutrition for non -residents in the area of ​​remuneration proportional to the qualifications and professional development
Technicians;Job Title: plumber - Rhodes Description: Category Employment Company: Forum Hotels & Resorts Date Publication: 20-05-20 Employment Type: Seasonal job code: Work Category: Hotel Executives Technicians - Crafts Area: Municipality of Rhodes Hydraulic - Rhodes Hydraulic - Rhodes Resorts seeks for its hotels in Rhodes hydraulic necessary qualifications: Very good knowledge of the work object with at least 5 years of service Excellent knowledge of positioning, functionality control, damage repair teams and ability to cooperate with pressure and enthusiastic personality High Late Services The hotel offers: Excellent working conditions and friendly work environment accommodation and nutrition for non -residents in the area of ​​remuneration proportional to the qualifications and professional development
Technicians;Job Title: plumber - Rhodes Description: Category Employment Company: Forum Hotels & Resorts Date Publication: 23-03-20 Employment Type: Seasonal job code: Work Category: Hotel Executives Technicians - Crafts Area: Municipality of Rhodes Hydraulic - Rhodes Hydraulic - Rhodes Resorts seeks for its hotels in Rhodes hydraulic necessary qualifications: Very good knowledge of the work object with at least 5 years of service Excellent knowledge of positioning, functionality control, damage repair teams and ability to cooperate with pressure and enthusiastic personality High Late Services The hotel offers: Excellent working conditions and friendly work environment accommodation and nutrition for non -residents in the area of ​​remuneration proportional to the qualifications and professional development
Technicians;Job Title: Pool Technician / Plumber Description: Category Employment Company: Four Seasons Astir Palace Hotel Athens Date Posted: 03-03-20 Employment Type: Seasonal job code: Work Category: Technicians-Crafts Area: Attica Prefecture Pool Technician / Plumber Pool Technician hotel athens is looking for a talented pool technician / plumber job responsibilities: diagnoses, repairs and maintains public swimming pools, water systems, filter systems, pumps, and playground equipment maintain the proper chemical balance for the pool tests the chemical levels in public swimming pools and other water systems and adjusts as needed operates and inspects tools and equipment and makes minor adjustments and repairs job requirements: 1 to 2 years work experience on similar role or ability to perform scope of work on hospitality environment basic computer skills fluency in english and greek Language EU Citizenship is Required Four Seasons has been ranked in fortune Magazine's 100 Best Companies to Work For Since 1998. As the World's Leading Operator of Luxury Hotels, Four Seasons Hotels and Resorts Currently Manages 114 Properties in 47 Countries. Opening in March 2019, Four Seasons Astir Palace Hotel Athens Provides A Preferred Address for Both Business and Leisure Travelers, and the Highly Personalized, Anti -Anticipatory Service That Four Seasons Guests Expect and Value Around the world.
Technicians;Job Title: Maintenance Technician (plumber) - Sindos Thessaloniki Description: Category Employment Company: HB Body Abee Post Date: 28-02-20 Employment Type: Complete job code: PLU20 Work Category: Technicians - Crafts Area: Municipality of Thessaloniki Maintenance Technician (Plumbing) - Sindos Thessaloniki - Maintenance Technician Sindos of Thessaloniki, HB Body Abee, Group of Industry Companies for Car Employees and Leadership in the Domestic Market, wishes to staff the VIPE of Sindos Thessaloniki. Maintenance Technician (Plumbing) REF.: PLU20 Job Tasks: Daily Control of all hydraulic installations and infrastructure of production plants and other buildings Monitoring of the proper operation of the equipment of the plants (hydraulic systems, cooling / heating systems, fireworks. ) Maintenance and restoration of lesions supporters of general duties qualifications: Bachelor's degree in Vocational School or IEK heading for the thermal & hydraulic installations at least two years as a maintenance technician in industrial installations. Amenities: Satisfactory Package of earnings Group Private Insurance Integrated Education Program Stable Work Environment Opportunities of Vocational Development The interested parties are invited to send full resume the position. Our company is pursuing a policy of equal opportunities. All applications will be examined under conditions of absolute confidentiality. We respect your privacy in accordance with the General Data Protection Regulation (GDPR).
Technicians;Job Title: Conservators / Electricians / Plumbers / Carpenters - Rhodes Description: Category Employment Company: Hhotels Collection Date Publication: 13-03-20 Employment Type: Work Seasonal Code: Work Category: Hotel Exeters- Rhodes Hhotels Collection (Hadjilazarou Business Group) wishes to hire
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Category Employment Company: Hhotels Collection Date Publication: 13-03-20 Employment Type: Work Seasonal Code: Work Category: Hotel ExetersCollection (Hadjilazarou Business Group) wishes to hire
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Category Employment Company: Hhotels Collection Date Publication: 13-04-21 Employment Type: Seasonal job code: Work Category: Hotel Executives: Rhodes Municipality Conservators / Electricians / HydraulicsCollection (Hadjilazarou Business Group) wishes to hire
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Category Employment Company: Hhotels Collection Date Publication: 14-02-20 Employment Type: Work Seasonal Code: Work Category: Hotel ExetersCollection (Hadjilazarou Business Group) wishes to hire
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Category Employment Company: Hhotels Collection Date Publication: 19-01-21 Employment Type: Seasonal job code: Work Category: Hotel Executives: Rhodes Municipality Conservators / Electricians / PlumbersCollection (Hadjilazarou Business Group) wishes to hire
Technicians;Job Title: Conservators / Electricians / Plumbers / Carpenters - Rhodes Description: Category Employment Company: Hhotels Collection Post Date: 04-06-20 Employment Type: Seasonal Work Code: Work Category: Hotel Exeters- Rhodes Hhotels Collection (Hadjilazarou Business Group) wishes to hire
